#{"t_start": 1789350253.1537778, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
296.16426,176,8.836922,296.1642596225548,0.9739602528352777,176,0.0
410.067986,369,9.095256,410.06798633112663,0.3465361602669848,369,0.0
123.694872,148,9.125931,123.69487232094968,-0.18252329560299432,148,0.0
406.148216,313,9.378292,406.1482158553522,0.7617054731254226,313,0.0
244.709315,146,9.407773,244.7093153816302,0.8015322984254948,146,0.0
367.210038,252,9.460499,367.2100380834814,0.9363198276515439,252,0.0
248.473079,385,9.727841,248.4730787319508,-1.0737938187664173,385,0.0
248.758093,167,9.763386,248.75809295043084,0.6665369543357348,167,0.0
242.425969,163,9.984892,242.42596913307557,0.647795506333774,163,0.0
509.611024,389,10.248554,509.61102423438734,0.9834315178466648,389,0.0
67.380481,119,10.272933,67.38048146707105,-0.40164252055752203,119,0.0
101.8587,128,10.299014,101.85870021326105,-0.1979313187002679,128,0.0
282.149355,159,10.332313,282.1493553644336,0.9975349522721472,159,0.0
196.364227,116,10.546627,196.36422721857363,0.6540546103726825,116,0.0
261.066201,361,10.624857,261.0662008102992,-0.7817517218921254,361,0.0
283.18451,145,10.859516,283.1845104023573,1.1174421679049673,145,0.0
270.389855,174,10.893839,270.38985477025415,0.7837310512423156,174,0.0
263.07387,161,10.929434,263.0738696320759,0.8286772164696524,161,0.0
357.917287,246,11.172372,357.9172871395964,0.9097714655582937,246,0.0
274.103648,160,11.206297,274.10364759569296,0.9251480864760195,160,0.0
297.444144,167,11.240517,297.444143915365,1.0561337802851756,167,0.0
96.666056,199,11.466663,96.66605592551436,-0.8051545724693852,199,0.0
233.225725,149,11.499067,233.2257253183115,0.6857194860666556,149,0.0
308.010881,187,11.540335,308.0108806795692,0.9811480782102474,187,0.0
284.782202,167,11.76707,284.7822015428879,0.9548542456470143,167,0.0
288.239344,173,11.800955,288.2393435790747,0.9345993780854778,173,0.0
332.185326,192,11.838061,332.1853264357672,1.1349388666417535,192,0.0
317.789761,180,12.057186,317.78976091230714,1.115019042698701,180,0.0
235.577503,146,12.086471,235.57750274808907,0.7287694273309642,146,0.0
210.113585,115,12.109633,210.1135848512009,0.771944171722474,115,0.0
288.054789,166,12.329497,288.0547890306182,0.9891322294262901,166,0.0
415.95494,303,12.392143,415.9549396442166,0.9199705587375261,303,0.0
264.192226,157,12.423624,264.19222557335956,0.8696300699087495,157,0.0
425.612605,301,12.666531,425.61260494356094,1.013261193275381,301,0.0
103.57961,86,12.684378,103.5796103222059,0.1509902306521281,86,0.0
332.304437,198,12.909165,332.3044366894667,1.0877075183074199,198,0.0
231.338566,131,12.936115,231.3385659191268,0.814264564872141,131,0.0
268.082696,149,12.968664,268.0826961497855,0.9647665317446618,149,0.0
221.319861,127,12.99488,221.3198608207108,0.7660093660708048,127,0.0
505.003515,381,13.257714,505.0035151932663,1.0103322791990244,381,0.0
255.148917,152,13.288969,255.14891712746189,0.8373266983600576,152,0.0
350.748841,256,13.521612,350.7488411236253,0.7728367701896846,256,0.0
234.638079,126,13.54688,234.6380787612063,0.8804205193950854,126,0.0
172.046461,298,13.788212,172.0464609829885,-0.9914336727969812,298,0.0
366.508624,226,13.835136,366.50862424912106,1.1383209763372837,226,0.0
370.145728,245,14.07071,370.14572752823,1.0157995171009093,245,0.0
300.10473,174,14.106011,300.1047298995331,1.0216275549817981,174,0.0
297.153316,184,14.145835,297.15331567212337,0.9182272587516046,184,0.0
